yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5351445792,1755729014401,1985,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,10,0,0,,0,250,0,0,0,0,0.0,0,0,971.1779217223514,0.14984756056652387,5,0,0,1,,1520.6282602790002,0.0,0,0,14,0,0,0,0,0,0,0,2,1986.0468814940002,0,359.89514621871194,1,0,0,0.0,0,0,2.4,3,0.3870967741935484,0,0,0,0,0,0,0,11,68,0.0,0,14.0,8,1.0,0,0,0,0,0,0,1,0,0,0,7,1.0,0,0,0,0,0,0,4,102,0,0,1,5,0,12,0,0,2,0,0.23888979436814128,0,0,1.0,0,3,5,0,-0.45439833402633667,0.2528336357851764,0,0,0,0,18147,17,74,Heimerdinger,0,4,4,7699,11962,7699,11450,0,5,0,0,0,2,0,False,False,False,False,False,False,0,11912,11435,0,MIDDLE,0,0,0,2,MIDDLE,0,0,1,749,158270,31557,10143,0,0,0,0,1,0,0,0,3,0,13488,553,9721,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,386,,False,100,MIDDLE,41,1985,0,178380,32146,0,20394,0,2115,207,505,205,0,6621,36,529,2,5,0,0,8,1,0,5
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5351425088,1755726850151,1747,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,9,0,0,,0,177,0,0,1,0,0.0,0,1,675.7617111843983,0.16297968265874826,5,0,0,0,1630.2929154340002,,0.0,0,0,0,5,0,0,0,0,1,0,1,1747.3760708940001,0,428.6722996994957,0,0,0,0.0,0,1,3.8,2,0.35185185185185186,0,1,1,0,0,1,1,11,64,0.0,0,33.70000001788139,0,3.0,0,0,0,1,0,0,0,0,0,0,14,1.0,0,0,0,0,0,1,14,34,0,0,2,6,0,19,0,0,4,1,0.17278351244856113,0,1,,0,4,2,0,-0.028945088386535645,0.5710796586937555,1,1,1,0,16512,17,166,Akshan,0,3,3,1830,4514,1830,14739,0,5,1,1,0,2,0,False,False,False,False,False,False,0,12484,11675,0,MIDDLE,0,0,0,10,MIDDLE,648,6,2,604,7588,1821,2439,0,7,0,0,0,0,0,1,8,0,110438,16778,18056,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,386,,False,200,MIDDLE,3,1747,0,125395,19680,0,21433,3,3856,150,23,139,0,7368,1080,937,1,4,0,0,16,1,1,7
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5351413868,1755725679991,785,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,1,0,0,,0,63,0,0,0,0,0.0,0,1,445.5814644360653,0.14764454816016867,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,785.8873053650001,0,307.63699344935014,0,0,0,0.0,0,0,2.0,0,0.18181818181818182,0,0,1,0,0,0,0,0,61,,0,7.0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,11,0,0,0,1,1,0,2,0,0,2,0,0.22341927738108844,0,0,,0,0,0,0,-0.509316086769104,0.17814258389961696,0,1,1,0,6118,9,136,AurelionSol,0,0,7,0,0,0,2591,0,0,1,0,0,3,0,False,False,False,False,False,True,0,4029,3375,0,MIDDLE,0,0,0,1,NONE,0,0,1,0,20764,5309,1893,0,0,0,0,0,0,0,0,3,0,7865,526,3262,0,0,0,0,Scoreezy,1738,SUPPORT,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,386,,False,100,MIDDLE,0,785,0,29298,5836,0,5423,0,1783,82,5,0,0,667,0,268,0,0,0,0,2,1,1,2
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5350265986,1755571227939,2019,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,7,0,0,,0,187,0,0,0,0,0.0,0,3,769.0210126645119,0.14124957221644183,3,1,0,3,,1184.5202382530001,0.0,0,0,24,0,0,0,0,0,1,1,1,2024.8552189000002,0,397.09763312389185,7,0,0,0.0,1,0,5.666666666666667,2,0.3333333333333333,0,2,4,0,0,0,0,24,77,0.0,0,11.0,2,3.0,0,0,0,1,0,0,2,0,1,0,8,1.0,0,0,0,0,0,1,32,268,0,0,5,6,0,17,0,0,3,0,0.1681102067035469,1,1,,0,5,6,0,0.20106446743011475,0.8242762137792925,0,4,1,0,18683,18,800,Mel,0,9,8,7903,13913,7903,8958,0,3,3,1,2,1,0,False,False,False,False,False,False,0,13401,11925,0,MIDDLE,0,1,0,10,MIDDLE,0,6,2,805,106565,25043,13225,0,12,0,0,1,0,0,6,3,0,11933,627,4734,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,385,,False,100,MIDDLE,49,2019,0,121007,25952,180,18245,0,3552,179,341,138,0,2508,281,286,0,3,0,0,27,3,4,9
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5349245629,1755462509835,1439,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,0,0,0,,0,165,0,0,0,0,0.0,0,1,477.0322084163983,0.1357469670656705,5,0,0,0,,,0.0,0,0,28,0,0,0,0,0,0,0,0,1439.2580402180001,0,268.12283042356614,0,0,0,0.0,0,0,0.2,0,0.2,0,0,1,0,0,0,0,10,62,0.0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,11,51,0,0,1,4,0,1,0,0,1,0,0.21043380367528763,0,0,,0,1,0,0,1.9745972156524658,0.6141060956927709,0,1,0,0,10149,13,711,Vex,0,0,7,880,1133,880,9011,0,5,1,0,0,3,0,False,False,False,False,False,True,0,6431,6150,0,MIDDLE,0,0,1,1,MIDDLE,0,0,1,445,87665,10321,2427,0,0,0,1,0,0,0,1,3,0,9536,1121,10155,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,385,,False,100,MIDDLE,25,1439,0,98666,11442,0,13136,0,1238,140,565,132,0,1465,0,552,0,7,0,0,14,2,1,5
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5349225296,1755460545684,1551,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,1,6,0,0,,0,132,0,0,0,0,1106.4805297851562,0,0,951.662516025229,0.16507487391703204,6,0,0,0,,,0.0,0,0,39,0,0,0,0,0,0,0,0,1551.71695271,0,454.95988402447284,9,0,0,0.0,1,0,2.3333333333333335,2,0.7368421052631579,0,2,0,0,0,0,1,11,68,0.0,0,42.0,0,1.0,0,0,0,0,0,0,2,0,0,0,12,1.0,0,0,0,0,0,0,31,75,0,0,0,5,0,14,0,0,5,0,0.3778938843382283,0,0,1.0,0,1,0,0,-0.6170637607574463,0.3282198552836535,0,0,0,0,12890,14,3,Galio,0,1,4,822,866,822,19529,0,6,0,0,0,3,1,False,False,False,False,False,False,0,11766,11550,0,MIDDLE,0,0,1,8,MIDDLE,0,5,1,411,106352,24285,2608,0,0,0,1,0,0,0,1,8,0,3691,282,11430,0,2,0,7,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,385,,False,200,MIDDLE,41,1551,0,121228,24611,968,18924,0,1879,162,111,123,0,11184,44,4884,0,7,0,0,8,0,0,5
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5227514731,1739322525989,1709,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,1,3,10,0,0,4.0,0,216,0,0,1,0,0.0,0,0,981.0313556270505,0.09242161832473045,1,0,0,1,1557.4131030810001,685.3422031250001,0.0,0,0,17,0,0,0,0,0,1,0,1,1710.081402536,0,407.5413862047591,5,0,0,0.0,0,0,14.0,1,0.4666666666666667,0,1,1,0,0,0,0,38,64,0.0,0,70.0,7,3.0,0,0,0,0,0,0,2,0,0,0,11,1.0,0,0,0,0,0,1,7,340,0,0,0,8,0,14,0,0,6,1,0.2210803289275968,0,0,,0,0,2,0,-0.10059887170791626,0.5566131242200866,1,1,1,0,16898,17,800,Mel,0,2,2,5326,9318,5326,4312,0,1,0,0,0,5,0,False,False,False,False,False,False,0,11615,10350,0,MIDDLE,1,1,0,4,MIDDLE,0,4,1,263,124057,26706,7036,0,8,0,0,0,0,0,3,8,0,14325,1140,2850,0,0,0,2,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,384,,False,200,MIDDLE,38,1709,0,139060,27960,0,10729,0,1293,200,424,12,0,677,113,842,1,0,0,0,15,0,1,8
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5227495455,1739320838884,1133,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,1,0,0,2.0,0,121,0,0,0,0,700.0,0,0,759.2719371389492,0.14173209317456767,5,1,0,0,,,0.0,0,0,18,0,0,0,0,0,0,0,0,1133.151400058,0,341.1219562062403,2,0,0,0.0,0,0,0.6,0,0.25,0,0,0,0,0,1,0,61,69,0.0,0,23.0,0,1.0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,22,208,0,0,1,0,0,3,0,0,1,0,0.31367019855633704,0,0,,0,0,0,0,-1.0,0.0,0,0,0,0,8420,11,800,Mel,0,0,2,223,877,223,3809,0,5,0,0,0,0,0,False,False,False,False,False,False,0,6442,5800,0,MIDDLE,0,0,1,2,NONE,0,0,1,393,41617,12880,3863,0,0,0,1,0,0,0,0,8,0,8451,1435,5173,0,0,0,0,Scoreezy,1738,SUPPORT,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,384,,False,200,MIDDLE,37,1133,0,50093,14339,0,9656,0,173,120,222,136,0,24,24,619,0,8,0,0,0,0,0,0
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5225098054,1739036423121,1387,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,1,7,0,0,4.0,0,179,0,0,0,0,0.0,0,1,693.3492227552176,0.14375336855468332,1,0,0,1,,1253.4062016720002,0.0,0,0,7,0,0,0,0,0,0,0,0,1387.904068324,0,431.8074836432746,4,0,0,0.0,0,0,11.0,1,0.3235294117647059,0,1,0,0,0,2,0,0,87,1.0,0,60.0,0,3.0,0,0,0,0,0,0,1,0,0,0,7,1.0,0,0,0,0,0,0,19,0,0,0,2,6,0,11,0,0,4,0,0.2112823169830073,0,0,,0,1,3,0,0.5961880683898926,0.9297880514328487,0,2,1,0,12800,14,90,Malzahar,0,5,3,2637,4996,2637,7218,0,1,1,0,0,2,0,False,False,False,False,False,True,0,9988,8325,0,MIDDLE,1,1,0,4,MIDDLE,0,3,1,1184,89122,15947,5431,0,0,0,0,0,0,0,1,3,0,7018,90,4303,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,384,,False,100,MIDDLE,37,1387,0,96223,16038,0,11327,0,1807,180,123,41,0,82,0,1591,1,3,0,0,21,1,2,7
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5214731961,1737824955277,1434,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,1,2,0,0,6.0,0,153,0,0,0,0,837.1931457519531,0,0,578.9091040899025,0.1419448256309915,4,0,0,0,,,0.0,0,0,7,0,0,0,0,0,0,0,0,1434.6896879100002,0,417.54025847753815,2,0,0,0.0,0,0,2.0,1,0.7272727272727273,0,1,0,0,0,1,0,28,78,0.0,0,5.0,0,1.0,0,0,0,0,0,0,1,0,0,0,6,1.0,0,0,0,0,0,0,15,161,0,0,2,4,0,8,0,0,4,0,0.30309193435765425,0,0,,0,0,0,0,-0.16363763809204102,0.38344835065529537,0,1,1,0,12181,14,800,Mel,0,0,2,0,0,0,7032,0,4,0,0,0,4,0,False,False,False,False,False,True,0,9984,9850,0,MIDDLE,0,0,1,6,MIDDLE,0,4,1,533,88264,13178,7572,0,0,0,1,0,0,0,0,3,0,13203,664,6145,0,0,0,4,Scoreezy,1738,CARRY,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,383,Ràys,False,100,MIDDLE,17,1434,0,101466,13842,0,14106,0,1097,181,402,89,0,0,0,389,0,7,0,0,9,0,1,4
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5214521268,1737788614738,1621,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,3,0,0,0.0,0,226,0,0,0,0,0.0,0,0,441.46066235235094,0.22716468184506258,6,3,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1622.1276944370002,0,265.6858449957487,0,0,0,0.0,0,0,0.5,0,0.375,0,0,0,0,0,0,0,0,63,0.0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,1.0,0,0,0,0,0,0,48,0,0,0,0,5,0,3,0,0,1,0,0.21788345129072645,0,0,,0,0,0,0,-0.2311897873878479,0.36530873698366556,0,1,0,1,11349,13,8,Vladimir,0,2,4,0,0,0,12521,0,6,0,0,0,4,0,False,False,False,False,False,True,0,7182,6650,0,MIDDLE,0,0,2,0,MIDDLE,0,0,0,325,75119,11003,10269,0,0,0,1,0,0,0,1,8,0,11634,931,14564,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,383,Ràys,False,200,MIDDLE,4,1621,0,90278,11935,0,25323,0,15637,140,88,190,0,3525,0,490,0,8,0,0,9,0,1,5
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5214076232,1737761019629,1630,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,3,0,0,8.0,0,193,0,0,0,0,0.0,0,0,791.1630674475848,0.1715705147708563,2,0,0,2,,684.9801029610001,0.0,0,0,29,0,0,0,0,0,1,0,0,1630.472234029,0,416.350380096645,7,0,0,0.0,0,0,5.5,0,0.4583333333333333,0,1,2,0,0,2,0,69,75,0.0,0,37.0,1,2.0,0,0,0,0,0,0,1,0,0,0,8,1.0,0,0,0,0,0,1,11,287,0,0,1,5,0,11,0,0,3,0,0.25153745575324854,0,1,,0,1,3,0,0.3772209882736206,0.6425755353187333,0,4,1,0,13691,15,800,Mel,0,0,2,3903,9638,3903,6600,0,2,0,0,0,0,0,False,False,False,False,False,True,0,11314,8100,0,MIDDLE,1,2,0,8,MIDDLE,227,7,1,476,90221,19538,3023,1,4,0,0,0,0,0,0,8,0,16001,1426,8249,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,383,Ràys,False,200,MIDDLE,45,1630,0,107114,21499,0,11964,0,2229,179,336,45,0,890,533,691,2,2,0,0,17,0,4,6
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5214026505,1737756831378,678,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,0,0,0,0.0,0,49,0,0,0,0,0.0,0,0,173.3913122178913,0.19480302180774944,0,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,679.1407000830001,0,295.2935297025758,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,4,69,,0,8.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0.1615901393663115,0,0,,0,0,0,0,0.04144287109375,0.4187262052531333,0,0,0,0,5280,9,950,Naafiri,0,2,1,0,0,0,2149,0,0,0,0,0,3,0,False,False,False,False,False,True,0,3342,2775,0,MIDDLE,0,0,0,0,NONE,0,0,0,0,0,0,3756,0,0,0,1,0,0,0,0,3,0,15208,1864,687,0,1,0,0,Scoreezy,1738,SUPPORT,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,100,MIDDLE,0,678,0,21046,1962,0,4789,0,960,76,10,0,0,5838,97,346,0,1,0,0,4,0,0,3
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5213821944,1737730074763,1656,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,8,0,0,5.0,0,188,0,0,0,0,267.5450439453125,0,0,1000.8795168129998,0.11722412817216281,2,0,0,0,,,0.0,0,0,25,0,0,0,0,0,0,0,2,1656.404336412,0,397.0027815374451,4,0,0,0.0,0,0,6.5,2,0.6842105263157895,0,1,0,0,0,0,0,78,59,0.0,0,16.0,0,1.0,0,0,0,0,0,0,0,0,0,0,10,1.0,0,0,0,0,0,0,5,382,0,0,1,7,0,13,0,0,6,0,0.3114658885238409,0,0,,0,1,1,0,0.029447317123413086,0.5542430517408921,0,2,1,1,12546,14,800,Mel,0,4,2,1608,1608,1608,5523,0,2,0,0,0,1,0,False,False,False,False,False,True,0,10959,10350,0,MIDDLE,0,0,2,5,MIDDLE,0,4,1,549,101752,24953,5402,0,0,0,1,0,0,0,0,3,0,13380,2196,6591,0,0,0,0,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,100,MIDDLE,55,1656,0,115625,27631,0,12498,0,1345,191,505,45,0,492,481,504,0,8,0,0,15,0,2,7
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5213813039,1737727828302,1795,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,4,0,0,6.0,0,189,0,0,0,0,136.0286407470703,0,0,753.4162876587544,0.15531285715966722,6,7,0,1,,1163.0639900370002,0.0,0,0,0,0,0,0,0,0,1,0,0,1796.0996135750001,0,351.57392836253837,0,0,0,0.0,1,0,1.6666666666666667,2,0.5263157894736842,0,1,2,0,0,0,1,0,54,0.0,0,2.0,0,2.0,0,0,0,0,0,0,1,0,0,0,8,1.0,0,0,0,0,0,0,68,1,0,0,1,8,0,10,0,0,6,0,0.2752216602635008,0,1,,0,0,0,0,-0.5381602048873901,0.35975342757432954,1,0,0,1,13509,15,950,Naafiri,0,6,1,0,3144,0,17697,0,6,0,0,0,4,1,False,False,False,False,False,True,0,10524,10050,0,MIDDLE,0,0,0,6,MIDDLE,0,5,1,833,0,0,8579,2,4,0,1,0,0,0,2,8,0,94864,21131,11327,0,0,0,2,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,200,MIDDLE,0,1795,0,105787,22553,0,20546,0,3775,161,5,211,0,10923,1422,639,0,6,0,0,10,0,0,8
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5213142415,1737665369954,976,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,0,0,0,1.0,0,74,0,0,0,0,0.0,0,0,556.8922943657773,0.19974329784354453,5,0,0,0,,,0.0,0,0,24,0,0,0,0,0,0,0,0,976.46609733,0,297.31257960793477,0,0,0,0.0,0,0,0.2,0,0.25,0,0,0,0,0,0,0,7,63,0.0,0,6.0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,5,28,0,0,1,3,0,1,0,0,1,0,0.2770429119963213,0,0,,0,1,0,0,-0.5792436599731445,0.26316166194828794,0,0,0,0,6771,10,3,Galio,0,0,2,338,338,338,7543,0,5,0,0,0,3,0,False,False,False,False,False,True,0,4838,4550,0,MIDDLE,0,0,0,1,NONE,0,0,1,427,52789,8238,6156,0,0,0,1,0,0,0,0,3,0,2415,100,2873,0,0,0,0,Scoreezy,1738,SUPPORT,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,100,MIDDLE,23,976,0,58785,9063,149,10177,0,266,107,42,93,0,3580,724,1148,0,1,0,0,4,0,0,3
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5212926221,1737615928585,1346,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,1,0,0,4.0,0,101,0,0,0,0,130.80001831054688,0,0,697.1400029705454,0.18696702429631426,7,0,0,0,,,0.0,0,0,27,0,0,0,0,0,1,0,0,1346.4939340110002,0,334.07822011868427,3,0,0,0.0,0,0,0.7142857142857143,0,0.38461538461538464,0,1,1,0,0,0,0,11,59,0.0,0,18.0,0,1.0,0,0,0,0,0,0,1,0,0,0,2,1.0,0,0,0,0,0,0,18,24,0,0,2,6,0,5,0,0,5,0,0.2685942128715119,0,0,,0,1,0,0,-0.3956530690193176,0.34254339609724577,0,0,0,1,10531,13,3,Galio,0,0,2,724,1171,724,13767,0,7,0,0,0,1,1,False,False,False,False,False,True,0,7497,6900,0,MIDDLE,0,0,0,4,MIDDLE,0,3,1,389,77814,13774,7320,0,0,0,1,0,0,0,1,8,0,4130,441,6758,0,0,0,2,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,200,MIDDLE,22,1346,0,83461,15644,485,16608,0,285,139,61,183,0,1517,1429,2528,0,5,0,0,7,0,0,6
yFSDGcBQLHQKuMKyoV8WQnhE9jAtBWn8v15oURlrcAn2XUos-zorUmHQxJyukQ43U8ILyyPsGb1lZA,Scoreezy#1738,NA1_5204657046,1736645695346,1484,50,79,0.6329113924050633,292ae346-ff22-485e-b44a-67b9bf198c9a,GOLD,II,45,27,25,0,0,3,0,0,2.0,0,88,0,0,0,0,217.33306884765625,0,0,479.7698738742169,0.18315557077062355,6,0,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1484.2985304590002,0,280.1229111653493,0,0,0,0.0,0,0,0.8333333333333334,0,0.4166666666666667,0,0,0,0,0,0,0,0,51,0.0,0,15.0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.0,0,0,0,0,0,0,5,0,0,0,2,6,0,5,0,0,3,0,0.23627154949455015,0,0,,0,1,0,0,-0.3935161828994751,0.4239179375829284,0,0,0,0,10163,13,55,Katarina,0,5,2,2879,2879,2879,8207,0,6,0,0,0,6,1,False,True,False,False,False,True,0,6929,6900,0,MIDDLE,0,0,0,2,MIDDLE,0,0,1,615,72841,9760,7034,0,0,0,1,0,0,0,1,8,0,5709,961,8144,0,0,0,1,Scoreezy,1738,SOLO,0,TProZgWx67pTtj9RS_f0W4Lq62E7aMFr8Ngrhxb725lGACI,382,Ràys,False,200,MIDDLE,0,1484,0,82272,11868,0,16521,0,767,116,0,194,0,3721,1146,1341,0,8,0,0,10,0,0,6
